"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Suspended Solids (mg/L)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Ammonia Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","Total Inorganic Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Turbidity (NTU)","pH","Temperature (°C)","Salinity (psu)"
"North Western","NM5","2017-02-06","1","Middle Water","0.6","4.1","0.06","0.7","0.18","0.013","0.5","1","86","6.6","3500","5.1","7.6","19.4","29.2"
"North Western","NM5","2017-02-06","1","Bottom Water","0.6","6.9","0.07","0.72","0.18","0.022","0.47","1.1","84","6.5","5200","7.8","7.5","19.3","29.5"
"North Western","NM5","2017-03-01","1","Surface Water","0.8","5.2","0.06","0.9","0.19","0.037","0.58","1.9","82","6.5","700","9.7","7.8","17.8","28.6"
"North Western","NM5","2017-03-01","1","Middle Water","0.6","9.5","0.05","1.69","0.14","0.029","0.43","1","91","7.3","420","6.3","7.9","17.6","30.1"
"North Western","NM5","2017-03-01","1","Bottom Water","0.8","11","0.04","1.01","0.13","0.029","0.41","1.3","91","7.3","230","23.6","7.9","17.5","30.3"
"North Western","NM5","2017-04-03","1","Surface Water","<0.1","3.2","0.06","1.61","0.27","0.044","1.48","0.9","87","6.8","7","2.9","7.9","20.8","23"
"North Western","NM5","2017-04-03","1","Middle Water","<0.1","3.8","0.15","0.85","0.21","0.034","0.76","1.1","91","7","60","3","7.9","20.3","28.3"
"North Western","NM5","2017-04-03","1","Bottom Water","<0.1","10","0.06","0.74","0.2","0.031","0.56","0.6","89","6.8","41","6.1","7.9","20.1","29.5"
"North Western","NM5","2017-05-08","1","Surface Water","1","4.4","0.09","1.24","0.15","0.005","1.1","3.4","88","6.3","75","6.1","7.8","26","21.7"
"North Western","NM5","2017-05-08","1","Middle Water","0.5","3.8","0.08","0.89","0.14","0.008","0.75","2","84","6","1700","5.6","7.8","25.2","25.8"
"North Western","NM5","2017-05-08","1","Bottom Water","0.3","24","0.05","0.89","0.14","0.02","0.57","1.9","79","5.6","3500","12.5","7.8","24.8","28"
"North Western","NM5","2017-06-19","1","Surface Water","1","9","0.09","2.6","0.17","0.055","2.36","3.6","77","5.8","560","8.8","7.4","28.9","4.5"
"North Western","NM5","2017-06-19","1","Middle Water","0.7","9.3","0.05","0.75","0.086","0.028","0.63","0.6","36","2.5","11000","7","7.6","27","26.9"
"North Western","NM5","2017-06-19","1","Bottom Water","0.6","7.2","0.04","0.55","0.028","0.019","0.36","0.7","33","2.3","1400","10.8","7.7","25.8","31"
"North Western","NM5","2017-07-06","1","Surface Water","0.9","9","0.08","2.15","0.091","0.054","1.91","1.4","75","7.7","550","8.8","7.5","27.9","7.4"
"North Western","NM5","2017-07-06","1","Middle Water","0.8","13","0.13","0.9","0.11","0.024","0.73","0.7","38","2.7","4500","3.4","7.5","25.7","26.4"
"North Western","NM5","2017-07-06","1","Bottom Water","0.6","12","0.06","0.69","0.13","0.019","0.52","0.6","26","1.8","6700","5.3","7.6","24.5","31.5"
"North Western","NM5","2017-08-14","1","Surface Water","0.7","3.2","0.08","1.64","<0.005","0.049","1.49","1.5","88","6.2","27","4.2","7.8","30.5","11.8"
"North Western","NM5","2017-08-14","1","Middle Water","0.7","4.4","0.09","1.26","<0.005","0.038","1.15","1.4","75","5.2","220","3.3","7.8","29.1","19.9"
"North Western","NM5","2017-08-14","1","Bottom Water","0.7","3.4","0.09","1.13","<0.005","0.031","1.01","1.4","54","3.7","150","8.4","7.8","27.2","27"
"North Western","NM5","2017-09-06","1","Surface Water","0.2","5.9","0.11","1.39","0.051","0.053","1.24","0.5","62","4.4","200","4.1","7.6","28.2","17.3"
"North Western","NM5","2017-09-06","1","Middle Water","0.2","15","0.15","0.84","0.058","0.033","0.69","0.8","69","4.7","90","7.7","7.7","27.7","25.4"
"North Western","NM5","2017-09-06","1","Bottom Water","0.1","10","0.18","0.91","0.087","0.031","0.48","0.6","64","4.4","180","6.8","7.8","27","28.1"
"North Western","NM5","2017-10-11","1","Surface Water","0.3","5.4","0.06","1.09","<0.005","0.044","0.97","0.9","62","4.2","49","4.1","7.8","30.2","20.6"
"North Western","NM5","2017-10-11","1","Middle Water","0.4","8.3","0.04","0.65","0.021","0.032","0.51","0.7","77","5.1","1000","5.6","7.9","29.7","26.2"
"North Western","NM5","2017-10-11","1","Bottom Water","0.3","25","0.05","0.84","0.048","0.03","0.5","1.4","78","5.1","2100","21.2","7.9","29.6","27.8"
"North Western","NM5","2017-11-08","1","Surface Water","0.5","26","0.04","0.41","0.067","0.024","0.24","1.1","66","4.6","1800","8.3","7.9","24.7","32.2"
"North Western","NM5","2017-11-08","1","Middle Water","0.4","26","0.06","0.48","0.068","0.024","0.25","0.5","86","6","1400","25","7.9","24.7","32.2"
"North Western","NM5","2017-11-08","1","Bottom Water","0.3","75","0.07","0.59","0.066","0.024","0.24","0.5","88","6.1","1700","35.7","7.9","24.7","32.2"
"North Western","NM5","2017-12-15","1","Surface Water","0.7","11","0.04","0.98","0.097","0.031","0.44","1.5","85","6.3","530","8.9","8","20.6","31.7"
"North Western","NM5","2017-12-15","1","Middle Water","0.3","16","0.04","0.89","0.067","0.027","0.29","0.9","92","6.8","190","8","8","20.8","32.7"
"North Western","NM5","2017-12-15","1","Bottom Water","0.4","14","0.03","0.51","0.063","0.024","0.27","0.5","92","6.8","270","8.4","8","20.6","32.8"
"North Western","NM5","2018-01-11","1","Surface Water","0.2","6.6","0.04","0.84","0.14","0.03","0.42","1.3","83","6.7","20","24.9","8","16.5","31.1"
"North Western","NM5","2018-01-11","1","Middle Water","0.2","7.6","0.04","0.66","0.12","0.019","0.37","0.9","93","7.4","11","15.7","8.1","17.2","31.7"
"North Western","NM5","2018-01-11","1","Bottom Water","0.2","9.9","0.04","0.6","0.11","0.025","0.33","0.9","91","7.2","29","11.9","8.1","17.2","31.9"
"North Western","NM5","2018-02-23","1","Surface Water","1","8.7","0.03","0.65","0.1","0.013","0.38","5.8","93","7.5","7","7.7","8.2","16.9","30.5"
"North Western","NM5","2018-02-23","1","Middle Water","0.6","11","0.03","1.03","0.12","0.012","0.37","1.9","101","8.1","9","5.2","8.1","16.9","30.7"
"North Western","NM5","2018-02-23","1","Bottom Water","0.4","9.5","0.03","0.58","0.13","0.013","0.35","1.5","93","7.5","9","7.3","8.1","16.8","31.3"
"North Western","NM5","2018-03-08","1","Surface Water","1.6","6.1","0.04","1.29","0.13","<0.002","0.42","2.2","86","6.7","36","7.8","8.2","18.7","30"
"North Western","NM5","2018-03-08","1","Middle Water","1.1","7.9","0.03","0.84","0.13","0.008","0.38","1","92","7.1","21","9.5","8.2","19.1","30.8"
"North Western","NM5","2018-03-08","1","Bottom Water","1","8.8","0.03","0.78","0.12","0.003","0.37","1.6","93","7.1","22","11.5","8.2","19.1","30.8"
"North Western","NM5","2018-04-12","1","Surface Water","1.4","9.2","0.04","1.1","0.15","0.005","0.86","5","93","6.8","92","5.5","8","24","24.6"
"North Western","NM5","2018-04-12","1","Middle Water","0.4","6.2","0.03","0.65","0.14","<0.002","0.42","0.9","89","6.4","340","3.9","8","23","29.6"
"North Western","NM5","2018-04-12","1","Bottom Water","0.4","16","0.03","0.64","0.15","0.017","0.36","0.6","86","6.2","480","4.2","8","22.9","30.8"
"North Western","NM5","2018-05-10","1","Surface Water","0.8","7","0.03","1.04","0.13","0.013","0.84","3.2","94","6.6","130","3.2","7.7","26","25.3"
"North Western","NM5","2018-05-10","1","Middle Water","0.6","8","0.03","0.81","0.13","0.01","0.63","1.8","87","6","2400","3.3","7.7","26.2","29.9"
"North Western","NM5","2018-05-10","1","Bottom Water","0.3","11","0.04","0.54","0.12","0.018","0.36","1","77","5.3","3600","3.9","7.7","25.2","31.4"
"North Western","NM5","2018-06-06","1","Surface Water","0.6","3.9","0.04","1.05","0.06","0.027","0.89","3.7","73","5","120","1.7","7.8","28.4","22.4"
"North Western","NM5","2018-06-06","1","Middle Water","0.4","6.5","0.03","0.69","0.11","0.02","0.58","3","69","4.6","580","1.2","7.9","28.3","27.2"
"North Western","NM5","2018-06-06","1","Bottom Water","0.3","34","0.04","0.56","0.15","0.024","0.47","0.5","58","3.9","900","6.6","7.8","27.3","29.6"
"North Western","NM5","2018-07-11","1","Surface Water","1.5","6.9","0.04","1.34","0.026","0.031","1.17","12","84","5.9","26","4.4","8.1","29.9","15.7"
"North Western","NM5","2018-07-11","1","Middle Water","0.8","34","0.04","0.68","0.048","0.02","0.51","8.9","68","4.6","2800","11.4","8","26.9","26.5"
"North Western","NM5","2018-07-11","1","Bottom Water","0.9","64","0.08","0.72","0.067","0.023","0.46","11","46","3.1","9000","35.5","7.9","26.2","28.3"
"North Western","NM5","2018-08-15","1","Surface Water","0.5","7.9","0.05","1.19","0.1","0.014","1.06","0.9","68","4.7","110","4.3","7.8","28.9","22.2"
"North Western","NM5","2018-08-15","1","Middle Water","0.4","8.3","0.05","0.95","0.051","0.038","0.79","0.8","72","4.9","330","4.5","7.8","28.7","24.6"
"North Western","NM5","2018-08-15","1","Bottom Water","0.5","42","0.04","0.83","0.065","0.036","0.74","0.4","63","4.2","550","20","7.9","28.2","26.8"
"North Western","NM5","2018-09-06","1","Surface Water","1.4","6.4","0.08","1.93","0.074","0.037","1.63","2.4","86","6.2","440","9.1","7.8","30.4","7.7"
"North Western","NM5","2018-09-06","1","Middle Water","0.8","7.8","0.05","1.1","0.006","0.032","0.9","1.1","50","3.5","400","5.5","7.8","26.7","24.6"
"North Western","NM5","2018-09-06","1","Bottom Water","0.6","17","0.05","0.87","0.006","0.029","0.7","1.7","38","2.6","2200","21.6","7.9","25","30.8"
"North Western","NM5","2018-10-15","1","Surface Water","0.6","5.6","0.05","0.99","0.06","0.047","0.83","<0.2","104","7.3","330","6.1","8","26.8","23.6"
"North Western","NM5","2018-10-15","1","Middle Water","0.5","7.2","0.04","0.83","0.022","0.034","0.67","0.5","70","4.8","1400","3.9","8.1","26.6","27.8"
"North Western","NM5","2018-10-15","1","Bottom Water","0.5","16","0.05","0.66","0.028","0.031","0.42","0.3","88","6","3200","11.9","8.2","26.6","29.5"
"North Western","NM5","2018-11-08","1","Surface Water","0.9","19","0.04","0.53","0.058","0.014","0.39","6.5","90","6.3","300","6.6","7.9","25.1","29.6"
"North Western","NM5","2018-11-08","1","Middle Water","0.8","28","0.03","0.57","0.045","0.012","0.33","8.1","101","7","360","7.6","7.9","25.1","30.2"
"North Western","NM5","2018-11-08","1","Bottom Water","0.5","26","0.03","0.51","0.042","0.012","0.3","6.1","100","6.9","410","7.8","7.9","25.2","30.7"
"North Western","NM5","2018-12-06","1","Surface Water","0.6","7.2","0.05","1.06","0.052","0.04","0.85","0.8","79","5.6","120","5.1","7.8","24.1","27.4"
"North Western","NM5","2018-12-06","1","Middle Water","0.5","7.5","0.05","0.81","0.046","0.031","0.6","1","82","5.9","290","4.9","7.9","23.7","29.2"
"North Western","NM5","2018-12-06","1","Bottom Water","0.2","7.2","0.04","0.68","0.053","0.029","0.52","1","84","5.9","440","3.9","7.9","23.9","30.2"
"North Western","NM5","2019-01-23","1","Surface Water","0.6","14","0.04","0.85","0.13","0.017","0.51","1.9","83","6.5","630","5.2","8","18.3","30.6"
"North Western","NM5","2019-01-23","1","Middle Water","0.5","31","0.05","1.02","0.13","0.016","0.5","1.4","91","7.1","1200","12.4","7.9","18.5","30.7"
"North Western","NM5","2019-01-23","1","Bottom Water","0.7","22","0.06","1.27","0.13","0.016","0.47","1.7","92","7.2","570","19.6","7.9","18.6","31"
"North Western","NM5","2019-02-22","1","Surface Water","0.6","5.2","0.04","1.1","0.13","0.017","0.74","3","89","6.8","270","4.6","7.9","21.1","26.4"
"North Western","NM5","2019-02-22","1","Middle Water","0.7","3.9","0.04","0.85","0.15","0.012","0.64","1.2","94","7.1","340","1.9","7.9","21.1","28"
"North Western","NM5","2019-02-22","1","Bottom Water","0.6","4.8","0.03","1.03","0.11","0.006","0.54","3.2","95","7.2","420","6.8","7.9","21.1","28.5"
"North Western","NM5","2019-03-04","1","Surface Water","1.2","2.8","0.03","1.14","0.1","0.015","0.81","6.5","85","6.5","9","1.2","8.1","21.4","24.7"
"North Western","NM5","2019-03-04","1","Middle Water","0.8","2.6","0.03","0.9","0.061","0.009","0.48","12","100","7.6","90","0.7","8.1","20.7","29.7"
"North Western","NM5","2019-03-04","1","Bottom Water","0.8","3.6","0.03","0.7","0.068","0.009","0.36","13","99","7.4","160","1.1","8.1","20.6","30.2"
"North Western","NM5","2019-04-03","1","Surface Water","0.6","6.8","0.04","1.16","0.18","0.024","0.93","1.1","83","6.2","250","1.9","7.8","23","24.6"
"North Western","NM5","2019-04-03","1","Middle Water","0.3","9.4","0.03","0.75","0.14","0.008","0.53","<0.2","84","6.2","260","2","7.9","22.3","29.1"
"North Western","NM5","2019-04-03","1","Bottom Water","0.6","11","0.03","0.59","0.14","0.011","0.46","0.8","82","6","380","2.2","7.9","22.3","30.6"
"North Western","NM5","2019-05-15","1","Surface Water","2.1","11","0.04","1.05","0.031","0.009","0.83","17","116","8.4","86","4.3","8","26.5","18.3"
"North Western","NM5","2019-05-15","1","Middle Water","0.9","9.6","0.03","0.79","0.082","0.016","0.55","1.9","90","6.4","1900","4.9","7.8","25","26"
"North Western","NM5","2019-05-15","1","Bottom Water","0.7","17","0.03","0.7","0.099","0.006","0.48","1.1","83","5.9","700","5.2","7.7","24.7","27.7"
"North Western","NM5","2019-06-20","1","Surface Water","0.6","7","0.05","1.42","0.08","0.014","1.11","1.6","77","5.5","2700","3.3","7.4","29","12.6"
"North Western","NM5","2019-06-20","1","Middle Water","0.5","8.8","0.05","1.44","0.089","0.039","1.15","2.1","66","4.7","120","3.3","7.5","27.8","19.9"
"North Western","NM5","2019-06-20","1","Bottom Water","0.2","19","0.04","0.9","0.096","0.013","0.5","0.8","59","4","310","7.1","7.5","27.4","26.8"
"North Western","NM5","2019-07-03","1","Surface Water","0.9","5.6","0.02","0.55","0.032","0.015","0.47","12","78","5.2","50","18.8","8.7","31.9","16.6"
"North Western","NM5","2019-07-03","1","Middle Water","0.5","5.2","0.02","0.57","0.039","0.017","0.5","6.1","64","4.2","65","7.9","8.6","31.7","19.8"
"North Western","NM5","2019-07-03","1","Bottom Water","0.5","37","0.03","1.28","0.075","0.017","0.45","15","49","3.2","1300","19.7","8.6","30.9","22.3"
"North Western","NM5","2019-08-17","1","Surface Water","0.6","8","0.04","1.23","0.011","0.036","1.03","1.6","112","7.8","7","4.2","8","29.4","17.1"
"North Western","NM5","2019-08-17","1","Middle Water","0.5","10","0.05","0.86","0.041","0.025","0.67","1.9","58","3.9","52","4.9","7.9","28.2","26.3"
"North Western","NM5","2019-08-17","1","Bottom Water","0.4","25","0.05","0.54","0.048","0.02","0.4","2.4","46","3.1","500","15.3","8","27.2","29.4"
"North Western","NM5","2019-09-04","1","Surface Water","0.3","33","0.05","0.85","0.044","0.033","0.53","0.7","89","6.1","360","8.1","7.9","27.6","25.1"
"North Western","NM5","2019-09-04","1","Middle Water","0.2","28","0.06","0.82","0.056","0.033","0.56","0.4","69","4.7","170","9","7.9","27.5","25.7"
"North Western","NM5","2019-09-04","1","Bottom Water","0.2","48","0.07","0.77","0.077","0.034","0.58","0.4","64","4.4","70","19.1","7.9","27.3","26.6"
"North Western","NM5","2019-10-11","1","Surface Water","1.9","14","0.03","0.75","0.016","0.008","0.5","23","87","5.8","90","5.4","8.2","30.1","23.4"
"North Western","NM5","2019-10-11","1","Middle Water","0.6","12","0.05","0.68","0.038","0.025","0.49","3","80","5.2","480","6.8","7.8","29.6","28.5"
"North Western","NM5","2019-10-11","1","Bottom Water","0.5","33","0.05","1.05","0.043","0.021","0.39","2.1","73","4.7","1700","13.6","7.8","29.3","29.7"
"North Western","NM5","2019-11-11","1","Surface Water","1.1","4.3","0.06","0.66","0.025","0.006","0.19","9.4","93","6.4","470","3.1","8","25.5","31.8"
"North Western","NM5","2019-11-11","1","Middle Water","0.9","4.6","0.05","0.5","0.038","0.012","0.2","5","108","7.4","520","3.4","7.9","25.4","32.1"
"North Western","NM5","2019-11-11","1","Bottom Water","0.8","8.7","0.05","0.36","0.033","0.006","0.11","5.3","106","7.3","650","6.2","8","25.1","32.5"
"North Western","NM5","2019-12-13","1","Surface Water","0.5","7.6","0.03","0.48","0.11","0.007","0.3","1.5","90","6.7","940","6.2","8.1","20","32.5"
"North Western","NM5","2019-12-13","1","Middle Water","0.6","20","0.05","0.41","0.079","0.014","0.24","0.9","92","6.9","770","6.6","8.1","19.9","32.7"
"North Western","NM5","2019-12-13","1","Bottom Water","0.4","14","0.11","0.55","0.085","0.009","0.22","1.5","91","6.8","940","8.5","8.1","19.9","33"
"North Western","NM5","2020-01-10","1","Surface Water","0.5","8.8","0.06","1.1","0.15","0.028","0.88","0.8","91","6.8","90","3.9","8.1","21.2","28.1"
"North Western","NM5","2020-01-10","1","Middle Water","0.3","12","0.06","0.97","0.14","0.03","0.63","1.5","88","6.6","600","3.9","8.1","20.6","30.1"
"North Western","NM5","2020-01-10","1","Bottom Water","0.4","13","0.08","0.88","0.16","0.026","0.65","1.3","87","6.6","640","4.1","8.1","20.6","30.6"
"North Western","NM5","2020-04-16","1","Surface Water","0.5","3.9","0.04","1.2","0.1","0.024","1.04","2.5","91","7","100","4.1","7.4","22.3","20.6"
"North Western","NM5","2020-04-16","1","Middle Water","0.5","4.1","0.04","0.91","0.098","0.027","0.69","1.5","86","6.4","100","2.7","7.6","21.5","28.7"
"North Western","NM5","2020-04-16","1","Bottom Water","0.3","3.7","0.04","1.07","0.099","0.022","0.59","1","81","6","220","6.5","7.6","21.4","30.4"
"North Western","NM5","2020-05-29","1","Surface Water","0.8","3.6","0.03","0.88","0.039","0.021","0.8","1.4","70","4.9","100","3.8","7.8","27.9","21.9"
"North Western","NM5","2020-05-29","1","Middle Water","0.7","5.4","0.04","0.85","0.058","0.013","0.71","0.4","61","4.2","100","3.4","7.7","26.6","26.5"
"North Western","NM5","2020-05-29","1","Bottom Water","0.5","9.4","0.04","1.02","0.056","0.019","0.55","<0.2","56","3.9","190","11.4","7.8","25.8","29.7"
"North Western","NM5","2020-06-05","1","Surface Water","0.5","14","0.04","1.15","0.01","0.026","1.11","2","105","7.4","2000","10.4","7.8","29.1","15.3"
"North Western","NM5","2020-06-05","1","Middle Water","0.5","18","0.03","1.1","0.022","0.019","1.07","1.7","72","5","560","9.6","7.8","28.1","20.1"
"North Western","NM5","2020-06-05","1","Bottom Water","0.5","13","0.03","0.84","0.031","0.017","0.82","0.9","58","4","530","13.6","7.8","27.1","25.3"
"North Western","NM5","2020-07-13","1","Surface Water","0.5","6.4","0.06","1.82","0.008","0.04","1.58","1.5","98","7.1","9","5.4","7.9","30.2","7.6"
"North Western","NM5","2020-07-13","1","Middle Water","0.8","14","0.08","0.94","0.07","0.026","0.88","4.1","72","5","1300","3.8","7.8","25.6","28.3"
"North Western","NM5","2020-07-13","1","Bottom Water","0.9","10","0.07","1.53","0.088","0.023","0.68","3.8","53","3.7","1400","11.6","7.9","24.1","32"
"North Western","NM5","2020-09-25","1","Surface Water","0.9","2.7","0.15","1.08","0.065","0.053","1.02","1.6","78","5.4","290","5.8","7.7","29.9","17.6"
"North Western","NM5","2020-09-25","1","Middle Water","0.6","5.8","0.25","0.81","0.057","0.036","0.71","0.6","68","4.5","390","8.8","7.8","29.3","27.3"
"North Western","NM5","2020-09-25","1","Bottom Water","0.2","7.6","0.1","0.93","0.067","0.035","0.62","0.8","67","4.4","630","21.1","7.8","29.1","29.1"
"North Western","NM5","2020-10-07","1","Surface Water","0.2","18","0.11","0.78","0.07","0.029","0.48","0.6","74","5","11","4.5","7.9","28.5","26.5"
"North Western","NM5","2020-10-07","1","Middle Water","0.1","12","0.1","0.91","0.061","0.028","0.47","0.6","85","5.6","24","4.8","7.9","28.5","27.3"
"North Western","NM5","2020-10-07","1","Bottom Water","0.3","31","0.08","0.99","0.085","0.025","0.39","1.1","78","5.1","200","23.7","7.9","28.8","29.7"
"North Western","NM5","2020-11-18","1","Surface Water","0.7","5.8","0.07","0.5","0.1","0.012","0.41","1","81","5.8","1","8.2","7.9","24.1","30"
"North Western","NM5","2020-11-18","1","Middle Water","0.9","9.4","0.06","0.39","0.091","0.022","0.36","1.1","91","6.5","25","8.3","7.9","23.9","30.9"
"North Western","NM5","2020-11-18","1","Bottom Water","0.9","9.8","0.08","0.75","0.095","0.025","0.33","1.3","93","6.6","57","10.4","7.9","23.9","31.3"
"North Western","NM5","2021-02-17","1","Surface Water","3.2","10","0.05","0.68","0.1","0.003","0.29","11","72","5.5","6","4.2","8","19.9","29.1"
